"Zaman damgası","Yaşınız nedir?","Cinsiyetiniz nedir?","Eğitim durumunuz nedir?","Bulunduğunuz bölge hangisidir?","Çalışma durumunuz nedir?","Aylık gelir düzeyiniz nedir?","STK’ların toplum üzerindeki etkisini nasıl değerlendiriyorsunuz?","STK’ların finansman sağlama konusunda en büyük zorluğu nedir?","STK’ların gücünü arttırmak için hangi stratejiler izlenmeli?","Topluma fayda sağlamak adına STK'ların etkisini nasıl görüyorsunuz?","STK’lar gençlerin ilgisini çekmek için ne yapmalı?","Toplumun STK’lara olan güvenini nasıl değerlendiriyorsunuz?","STK'ların kurumsal firmalarla ortak projeler yürütmesini destekliyor musunuz?","STK'ların uluslararası iş birlikleri hakkında ne düşünüyorsunuz?","STK'ların toplumsal bilinç oluşturma konusunda başarısı nedir?","Sizce STK'lar hangi alanlarda daha fazla faaliyet göstermeli?","STK'ların bağımsız ve tarafsız olması gerektiğine inanıyor musunuz?","STK'ların devlet desteklerinden faydalanması hakkında düşünceniz nedir?","STK’ların dijital dünyada daha fazla yer alması gerektiğini düşünüyor musunuz?","Bir STK’ya destek vermeyi tercih ettiğiniz yöntemler hangileridir?","Gönüllü olarak çalışmayı tercih etmenizde aşağıdakilerden hangisi en etkili faktör olur?","Kanser ile mücadele eden bu kuruluşlardan hangilerini tanıyorsunuz?","KİTVAK'ı daha önce duymuş muydunuz?","Bir önceki soruya ""Evet"" cevabını verdiyseniz KİTVAK'ı nereden duydunuz?","KİTVAK’ın logosunu daha önce gördünüz mü?","KİTVAK’ın logosunu gördüğünüzde size ne ifade ediyor?","Sizce bu logo KİTVAK'ın amacını doğrudan aktarıyor mu?","Sizce KİTVAK’ın logosu yenilenmeli mi?","Siz olsaydınız KİTVAK Derneğinin logosunda hangi sembollerin olmasını daha doğru bulurdunuz?"
"2024/12/13 1:36:51 ÖS GMT+3","35-44","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Hiç etkili değil","Organizasyon eksikliği","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma;Dijital katılımı iyileştirilmeli;Öğrenci liderliğindeki girişimleri kolaylaştırmalı;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Gönüllüleri tanıtmalı ve motive etmeli;Esnek gönüllü seçenekleri sunmalı","Az etkili","Gönüllük esas alınarak, faydalı olmanın hissini yaygınlaştırmak, buda stk gelirinin iyi finans e edilmesi ve devamlılığı ile olur.iyi organize olmuş, iyi yönetilen, şeffaf , denetlenebilir, yenilenen genç kadro ile disiplinli , cesur, aidiyet kavramı geliştirilmelidir.","Az güveniyor","Kararsızım","Çok önemli","Çok başarısız","Çevre;Eğitim;Sağlık;İnsan hakları;Şeffat yönetim, denetlebilir devlet kurumları, vergi de adalet, eşitlik,, ödül/ceza kavramları","Evet","Desteklemiyorum","Kesinlikle evet","Maddi bağış;Gönüllü olarak çalışmak;Etkinliklere katılmak;Bilgi paylaşımı veya önerilerde bulunmak","Yardım etme isteği","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Hiçbir şey çağrıştırmıyor","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Kararsızım","İlgi , bilgi alanım dışında,"
"2024/12/13 2:28:06 ÖS GMT+3","35-44","Erkek","Üniversite","Ege","Perakende Mağazacılık ","30.000 TL ve üzeri","Orta düzeyde","Devlet desteği azlığı","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma;Dijital katılımı iyileştirilmeli;Gönüllüleri tanıtmalı ve motive etmeli","Az etkili","Dijital katılım iyileştirilmeli;Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Esnek gönüllü seçenekleri sunulmalı;Sosyal medyada daha aktif olunmalı;Etkinlik düzenlenmeli;Gençlik programları oluşturulmalı","Orta seviyede","Evet","Önemli","Orta düzeyde","Çevre;Eğitim;Sağlık;İnsan hakları;Hayvan hakları","Evet","Kararsızım","Kesinlikle evet","Maddi bağış;Sosyal medyada paylaşım yapmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği;TÜRKÖK (Türkiye Kök Hücre Koordinasyon Merkezi)","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Evet","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/13 4:03:11 ÖS GMT+3","45-54","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Hiç etkili değil","STK lara toplumun bakiş açısı ","İş birliği artırma;Dijital katılımı iyileştirilmeli","Az etkili","Dijital katılım iyileştirilmeli;Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Sosyal medyada daha aktif olunmalı;Gençlik programları oluşturulmalı","Az güveniyor","Evet","Önemli","Başarısız","Çevre;Eğitim;Sağlık;İnsan hakları;Hayvan hakları","Evet","Tamamen destekliyorum","Kesinlikle evet","Gönüllü olarak çalışmak;Etkinliklere katılmak;Sosyal medyada paylaşım yapmak;Bilgi paylaşımı veya önerilerde bulunmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Kesinlikle evet","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/13 4:34:53 ÖS GMT+3","25-34","Kadın","Lise","Ege","Çalışmıyorum","10.000-20.000 TL","Hiç etkili değil","Yönetim sorunları","Liderliği ve yeniliği teşvik etmeli","Az etkili","Liderliği ve yeniliği teşvik etmeli","Orta seviyede","Evet","Orta düzeyde","Orta düzeyde","İnsan hakları","Evet","Kararsızım","Kesinlikle evet","Bilgi paylaşımı veya önerilerde bulunmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı)","Evet","Sosyal medya (Instagram, Facebook, Twitter, LinkedIn vb.)","Evet, ama nerede gördüğümü hatırlamıyorum.","Sağlık ve şifa","Evet, logo KİTVAK'ın amacını açıkça yansıtıyor.","Kararsızım","Elleri içeren bir sembol (hastalara ve ailelerine verilen desteği temsil eder)."
"2024/12/13 6:17:03 ÖS GMT+3","25-34","Kadın","Lise","Ege","Çalışmıyorum","20.000-30.000 TL","Hiç etkili değil","Yönetim sorunları","Daha fazla reklam ve tanıtım yapmalı","Hiç etkili değil","Sosyal medyada daha aktif olunmalı;Gençlik programları oluşturulmalı","Az güveniyor","Kararsızım","Önemli","Orta düzeyde","Eğitim;Sağlık;İnsan hakları","Evet","Tamamen destekliyorum","Evet","Etkinliklere katılmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);KAÇUV (Kanserli Çocuklara Umut Vakfı)","Hayır","Hiç duymadım","Evet, ama nerede gördüğümü hatırlamıyorum.","Dayanışma ve yardımlaşma","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Kararsızım","Açan Çiçek (KİTVAK'ın hastalara sunduğu umut ve iyileşme sürecini vurgular)."
"2024/12/13 8:58:52 ÖS GMT+3","25-34","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Orta düzeyde","Devlet desteği azlığı","Daha fazla reklam ve tanıtım yapmalı","Orta düzeyde","Esnek gönüllü seçenekleri sunulmalı","Orta seviyede","Evet","Önemli","Başarılı","İnsan hakları","Evet","Kısmen destekliyorum","Evet","Etkinliklere katılmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı)","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Hiçbir şey çağrıştırmıyor","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Evet","Kalp simgesi (sevgi, şefkat ve yaşamı simgelemek için)."
"2024/12/15 3:26:59 ÖS GMT+3","45-54","Kadın","Lise","Akdeniz","Emekli","20.000-30.000 TL","Orta düzeyde","Bağış eksikliği","Daha fazla reklam ve tanıtım yapmalı;Kampüs varlığı güçlendirilmeli;Gönüllüleri tanıtmalı ve motive etmeli;Esnek gönüllü seçenekleri sunmalı","Orta düzeyde","Dijital katılım iyileştirilmeli;Sosyal medyada daha aktif olunmalı;Etkinlik düzenlenmeli","Az güveniyor","Evet","Çok önemli","Başarısız","Çevre;Eğitim;Sağlık;İnsan hakları;Hayvan hakları","Evet","Kısmen destekliyorum","Kararsızım","Sosyal medyada paylaşım yapmak","Yardım etme isteği","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği;Kanser Savaşçıları Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Sağlık ve şifa","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Evet","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/17 3:36:45 ÖS GMT+3","25-34","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Az etkili","Kaynak yetersizliği","Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Gönüllüleri tanıtmalı ve motive etmeli","Etkili","Dijital katılım iyileştirilmeli;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Gençlik programları oluşturulmalı","Hiç güvenmiyor","Evet","Orta düzeyde","Başarısız","Çevre;Eğitim;Sağlık;İnsan hakları","Kararsızım","Kısmen destekliyorum","Evet","Sosyal medyada paylaşım yapmak","Yardım etme isteği","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Hiçbir şey çağrıştırmıyor","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Kararsızım","Kalp simgesi (sevgi, şefkat ve yaşamı simgelemek için)."
"2024/12/17 3:39:36 ÖS GMT+3","25-34","Kadın","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Orta düzeyde","Devlet desteği azlığı","Kampüs varlığı güçlendirilmeli;Gönüllüleri tanıtmalı ve motive etmeli;Esnek gönüllü seçenekleri sunmalı","Orta düzeyde","Dijital katılım iyileştirilmeli;Sosyal medyada daha aktif olunmalı;Etkinlik düzenlenmeli","Güveniyor","Evet","Çok önemli","Başarılı","Hayvan hakları","Kararsızım","Tamamen destekliyorum","Kesinlikle evet","Gönüllü olarak çalışmak;Etkinliklere katılmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı)","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Kararsızım","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/17 3:53:59 ÖS GMT+3","25-34","Kadın","Üniversite","Ege","Öğrenci","0-5.000 TL","Etkili","Bağış eksikliği","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma","Etkili","Dijital katılım iyileştirilmeli;Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Kampüs varlığı güçlendirilmeli;Esnek gönüllü seçenekleri sunulmalı;Sosyal medyada daha aktif olunmalı;Gençlik programları oluşturulmalı","Az güveniyor","Evet","Önemli","Orta düzeyde","Çevre;Eğitim;Sağlık","Evet","Kısmen destekliyorum","Kesinlikle evet","Etkinliklere katılmak;Bilgi paylaşımı veya önerilerde bulunmak","Sosyal çevre oluşturma","LÖSEV (Lösemili Çocuklar Vakfı);TÜRKÖK (Türkiye Kök Hücre Koordinasyon Merkezi)","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Hiçbir şey çağrıştırmıyor","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Evet","Elleri içeren bir sembol (hastalara ve ailelerine verilen desteği temsil eder)."
"2024/12/17 4:06:25 ÖS GMT+3","18-24","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Az etkili","Bağış eksikliği","İş birliği artırma;Dijital katılımı iyileştirilmeli;Eğitim ortaklıkları geliştirilmeli;Liderliği ve yeniliği teşvik etmeli","Az etkili","Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Sosyal medyada daha aktif olunmalı;Gençlik programları oluşturulmalı","Orta seviyede","Evet","Çok önemli","Orta düzeyde","Eğitim","Evet","Kısmen destekliyorum","Kesinlikle evet","Etkinliklere katılmak;Sosyal medyada paylaşım yapmak;Bilgi paylaşımı veya önerilerde bulunmak","Kişisel gelişim","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Kararsızım","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/17 4:32:25 ÖS GMT+3","25-34","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Az etkili","Kaynak yetersizliği","Esnek gönüllü seçenekleri sunmalı","Etkili","Dijital katılım iyileştirilmeli;Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Esnek gönüllü seçenekleri sunulmalı;Sosyal medyada daha aktif olunmalı;Etkinlik düzenlenmeli;Gençlik programları oluşturulmalı","Güveniyor","Evet","Önemli","Orta düzeyde","Eğitim;Sağlık;İnsan hakları","Evet","Kısmen destekliyorum","Kesinlikle evet","Maddi bağış;Gönüllü olarak çalışmak;Etkinliklere katılmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Hiçbir şey çağrıştırmıyor","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Kesinlikle evet","Kalp simgesi (sevgi, şefkat ve yaşamı simgelemek için)."
"2024/12/17 7:05:14 ÖS GMT+3","25-34","Kadın","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Etkili","Devlet desteği azlığı","Eğitim ortaklıkları geliştirilmeli","Etkili","Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Eğitim ortaklıkları geliştirilmeli;Liderliği ve yeniliği teşvik etmeli;Etkinlik düzenlenmeli","Güveniyor","Evet","Önemli","Başarılı","İnsan hakları","Kararsızım","Tamamen destekliyorum","Evet","Gönüllü olarak çalışmak;Etkinliklere katılmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Haberler veya basın yayın organları (gazete, dergi, internet haber siteleri)","Hayır, hiç görmedim.","Güven ve profesyonellik","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Hayır","Kalp simgesi (sevgi, şefkat ve yaşamı simgelemek için)."
"2024/12/17 7:14:53 ÖS GMT+3","25-34","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Orta düzeyde","Devlet desteği azlığı","İş birliği artırma;Dijital katılımı iyileştirilmeli;Öğrenci liderliğindeki girişimleri kolaylaştırmalı;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Gönüllüleri tanıtmalı ve motive etmeli;Esnek gönüllü seçenekleri sunmalı","Çok etkili","Dijital katılım iyileştirilmeli;Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Kampüs varlığı güçlendirilmeli;Esnek gönüllü seçenekleri sunulmalı;Sosyal medyada daha aktif olunmalı;Etkinlik düzenlenmeli;Gençlik programları oluşturulmalı","Az güveniyor","Evet","Çok önemli","Başarısız","Eğitim;İnsan hakları;Hayvan hakları","Evet","Tamamen destekliyorum","Kesinlikle evet","Maddi bağış","Kişisel gelişim","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Evet, ama nerede gördüğümü hatırlamıyorum.","Dayanışma ve yardımlaşma","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Kararsızım","Açan Çiçek (KİTVAK'ın hastalara sunduğu umut ve iyileşme sürecini vurgular)."
"2024/12/17 7:15:03 ÖS GMT+3","35-44","Erkek","Üniversite","Ege","Çalışıyorum","30.000 TL ve üzeri","Hiç etkili değil","Kaynak yetersizliği","Daha fazla reklam ve tanıtım yapmalı;Esnek gönüllü seçenekleri sunmalı","Orta düzeyde","Sosyal medyada daha aktif olunmalı","Orta seviyede","Evet","Önemli","Orta düzeyde","Çevre;Eğitim;Sağlık;İnsan hakları;Hayvan hakları","Evet","Desteklemiyorum","Evet","Maddi bağış","Yardım etme isteği","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Hiçbir şey çağrıştırmıyor","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Kararsızım","Elleri içeren bir sembol (hastalara ve ailelerine verilen desteği temsil eder)."
"2024/12/17 7:31:43 ÖS GMT+3","25-34","Kadın","Üniversite","Ege","Lojistik","0-5.000 TL","Etkili","Devlet desteği azlığı","Eğitim ortaklıkları geliştirilmeli","Etkili","Gençlik programları oluşturulmalı","Orta seviyede","Evet","Çok önemli","Orta düzeyde","Çevre;Eğitim;Sağlık;İnsan hakları;Hayvan hakları","Evet","Tamamen destekliyorum","Kesinlikle evet","Maddi bağış","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);KAÇUV (Kanserli Çocuklara Umut Vakfı);TÜRKÖK (Türkiye Kök Hücre Koordinasyon Merkezi)","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Hiçbir şey çağrıştırmıyor","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Evet","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/17 8:18:58 ÖS GMT+3","45-54","Kadın","Lise","Ege","Emekli","10.000-20.000 TL","Etkili","Kaynak yetersizliği","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma;Dijital katılımı iyileştirilmeli","Etkili","Dijital katılım iyileştirilmeli;Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli","Orta seviyede","Evet","Önemli","Orta düzeyde","Çevre;Eğitim;Sağlık;İnsan hakları;Hayvan hakları","Evet","Tamamen destekliyorum","Kesinlikle evet","Maddi bağış;Gönüllü olarak çalışmak;Etkinliklere katılmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);KİTVAK (Kemik İliği Transplantasyon ve Onkoloji Merkezi Kurma ve Geliştirme Vakfı)","Evet","Üniversiteler veya eğitim kurumları","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Hayır, logo KİTVAK'ın amacını tam olarak yansıtmıyor.","Kesinlikle evet","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/18 6:30:12 ÖS GMT+3","45-54","Kadın","Üniversite","Marmara","Pazarlama","30.000 TL ve üzeri","Orta düzeyde","Bağış eksikliği","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli","Orta düzeyde","Dijital katılım iyileştirilmeli;Kampüs varlığı güçlendirilmeli;Etkinlik düzenlenmeli;Gençlik programları oluşturulmalı","Orta seviyede","Evet","Çok önemli","Orta düzeyde","Çevre;Eğitim;İnsan hakları;Hayvan hakları","Kararsızım","Kısmen destekliyorum","Kesinlikle evet","Maddi bağış;Etkinliklere katılmak;Sosyal medyada paylaşım yapmak;Bilgi paylaşımı veya önerilerde bulunmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);Türk Kanser Derneği;Kanser Savaşçıları Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Kararsızım","Elleri içeren bir sembol (hastalara ve ailelerine verilen desteği temsil eder)."
"2024/12/18 6:33:28 ÖS GMT+3","25-34","Erkek","Yüksek Lisans","Marmara","İletişim-Pazarlama","30.000 TL ve üzeri","Orta düzeyde","Yönetim sorunları","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma;Liderliği ve yeniliği teşvik etmeli","Etkili","Dijital katılım iyileştirilmeli;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Sosyal medyada daha aktif olunmalı;Etkinlik düzenlenmeli;Gençlik programları oluşturulmalı","Az güveniyor","Kararsızım","Orta düzeyde","Orta düzeyde","Çevre;Sağlık;İnsan hakları","Kararsızım","Kararsızım","Kesinlikle evet","Maddi bağış;Sosyal medyada paylaşım yapmak","Kişisel gelişim","LÖSEV (Lösemili Çocuklar Vakfı);KAÇUV (Kanserli Çocuklara Umut Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Kararsızım","Elleri içeren bir sembol (hastalara ve ailelerine verilen desteği temsil eder)."
"2024/12/24 7:28:52 ÖS GMT+3","18-24","Kadın","Üniversite","Ege","Öğrenci","5.000-10.000 TL","Hiç etkili değil","Devlet desteği azlığı","İş birliği artırma;Öğrenci liderliğindeki girişimleri kolaylaştırmalı;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Gönüllüleri tanıtmalı ve motive etmeli","Orta düzeyde","Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Eğitim ortaklıkları geliştirilmeli;Kampüs varlığı güçlendirilmeli;Liderliği ve yeniliği teşvik etmeli;Etkinlik düzenlenmeli","Az güveniyor","Kararsızım","Az önemli","Orta düzeyde","Çevre;Eğitim;Sağlık;İnsan hakları;Hayvan hakları","Evet","Kısmen destekliyorum","Evet","Etkinliklere katılmak;Sosyal medyada paylaşım yapmak;Bilgi paylaşımı veya önerilerde bulunmak","Kişisel gelişim","LÖSEV (Lösemili Çocuklar Vakfı);KAÇUV (Kanserli Çocuklara Umut Vakfı)","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Evet, logo KİTVAK'ın amacını açıkça yansıtıyor.","Kararsızım","DNA sarmalı (KİTVAK’ın bilimsel ve tıbbi kimliğini vurgular)."
"2024/12/25 11:00:02 ÖÖ GMT+3","18-24","Kadın","Üniversite","Ege","Öğrenci","30.000 TL ve üzeri","Etkili","Devlet desteği azlığı","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma;Dijital katılımı iyileştirilmeli","Etkili","Dijital katılım iyileştirilmeli;Etkinlik düzenlenmeli","Orta seviyede","Evet","Çok önemli","Başarılı","Çevre;Eğitim;İnsan hakları;Hayvan hakları","Kararsızım","Tamamen destekliyorum","Kesinlikle evet","Maddi bağış;Sosyal medyada paylaşım yapmak","Yardım etme isteği","LÖSEV (Lösemili Çocuklar Vakfı);KAÇUV (Kanserli Çocuklara Umut Vakfı);Türk Kanser Derneği","Hayır","Hiç duymadım","Hayır, hiç görmedim.","Dayanışma ve yardımlaşma","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Kararsızım","Açan Çiçek (KİTVAK'ın hastalara sunduğu umut ve iyileşme sürecini vurgular)."
"2024/12/25 11:00:46 ÖÖ GMT+3","18-24","Kadın","Üniversite","Ege","Öğrenci","5.000-10.000 TL","Etkili","Devlet desteği azlığı","Daha fazla reklam ve tanıtım yapmalı;İş birliği artırma;Öğrenci liderliğindeki girişimleri kolaylaştırmalı;Esnek gönüllü seçenekleri sunmalı","Orta düzeyde","Dijital katılım iyileştirilmeli;Öğrenci liderliğindeki girişimler kolaylaştırılmalı;Etkinlik düzenlenmeli","Güveniyor","Evet","Orta düzeyde","Başarılı","Çevre","Kararsızım","Tamamen destekliyorum","Evet","Gönüllü olarak çalışmak;Etkinliklere katılmak","Topluma katkıda bulunma","LÖSEV (Lösemili Çocuklar Vakfı);KAÇUV (Kanserli Çocuklara Umut Vakfı);KİTVAK (Kemik İliği Transplantasyon ve Onkoloji Merkezi Kurma ve Geliştirme Vakfı)","Evet","Hastaneler veya sağlık kuruluşları","Hayır, hiç görmedim.","Sağlık ve şifa","Kısmen, bazı unsurlar açıklayıcı ama daha fazla netlik eklenebilir.","Evet","Açan Çiçek (KİTVAK'ın hastalara sunduğu umut ve iyileşme sürecini vurgular)."